city|description
Толенти́но| Италия, обл. Марке
Толи́до| США, шт. Огайо
Толи́ма| влк., выс. 5215 м, горы Центральная Кордильера; Колумбия
Толи́ма| деп., Колумбия
Толи́нг| Китай, Тибетский авт. р-н
Толи́нгмат| Китай, см. Толи́нг
Толито́ли| Индонезия, пров. Центральный Сулавеси, о. Сулавеси
То́ло| Заир
То́ло| зал., вост. побережье о. Сулавеси; Индонезия
Толо́кс| г., выс. 1919 м, Андалусские горы; Испания
Толо́са| Испания, пров. Гипускоа
Толсандо́| о., Южная Корея, см. Тольсандо́, о.
То́лсон| р., впадает в Большое Невольничье оз.; Канада
Толу́ка| Мексика, адм. центр шт. Мехико
То́льве| Италия, обл. Базиликата
То́льга| Алжир
То́льна| Венгрия, адм. центр медье Тольна
То́льна| медье, Венгрия
Тольсандо́| о., Корейский прол., у южн. побережья Южной Кореи
Тольте́н| Чили, обл. Араукания
Тольте́н| р., впадает в Тихий океан; Чили
Тома́комай| Япония, окр. Ибури, о. Хоккайдо
Тома́р| Португалия, пров. Рибатежу
То́масвилл| США, шт. Джорджия
То́матин| Великобритания, Шотландия, обл. Хайленд
Тома́шево| Югославия, Социалистическая Республика Черногория
Тома́шув-Любе́льски| Польша, Замойское воев.
Тома́шув-Мазове́цки| Польша, Пётрковское воев.
Томби́гби| р., сливаясь с р. Алабама, образует р. Мобил; США
Томбу́кту| Мали
Томбю́рке| ЮАР, пров. Трансвааль
Томе́| Чили, обл. Био-Био
Томельо́со| Испания, пров. Сьюдад-Реаль
Томи́ни| Индонезия, пров. Центральный Сулавеси, о. Сулавеси
Томи́ни| зал., Молуккское море, сев.-вост. побережье о. Сулавеси; Индонезия
Томинта́ул| Великобритания, Шотландия, обл. Грампиан
Томи́ньо| Испания, пров. Понтеведра
Томио́ка| Япония, преф. Гумма, о. Хонсю
Томио́ка| Япония, преф. Фукусима, о. Хонсю
Томи́э| Япония, преф. Нагасаки, о. Фукуэ
То́мма| о., Норвежское море; Норвегия
То́мо| р., лев. приток р. Ориноко; Колумбия
То́мпсон-Ле́ндинг| Канада, Северо-Западные территории
То́мсон| р., прав. приток р. Барку; Австралия
То́мсонс-Фолс| Кения, см. Ньяхуру́ру-Фолс
Тонала́| Мексика, шт. Чьяпас
Тона́ми| Япония, преф. Тояма, о. Хонсю
То́нбридж| Великобритания, Англия, граф. Кент
Тонвери́ (Усуё́н)| Южная Корея, пров. Чолла-Намдо
Тонг| Великобритания, Шотландия, обл. Хайленд
Тонг| Судан, см. Тондж
Тонг| р., прав. приток р. Йеллоустон; США
То́нга| Судан
То́нга| Короле́вство То́нга, гос-во, на о-вах Тонга (Дружбы)
То́нга| жёлоб, Тихий океан; наибольшая глубина 10 882 м
То́нга (Дру́жбы)| о-ва, Тихий океан
Тонгаре́ва (Пе́нрин)| ат., Тихий океан, о-ва Кука; влад. Новой Зеландии
То́нгат| ЮАР, пров. Натал
Тонгата́пу| о., Тихий океан, о-ва Тонга (Дружбы); Тонга
То́нгерен| Бельгия, пров. Лимбург
Тонгр| Бельгия, см. То́нгерен
То́нгса| Бутан
Тонгымнённи́| Южная Корея, пров. Чеджудо
Тонда́но| Индонезия, пров. Северный Сулавеси, о. Сулавеси
Тондж| Судан
Тондж (И́бба)| р., прав. приток р. Джур; Судан
То́не| р., впадает в Тихий океан, о. Хонсю; Япония
То́ничи| Мексика, шт. Сонора
Тонк| Индия, шт. Раджастхан
Тонкабо́н| Иран, остан Мазендеран
Тонки́нский зали́в| Вьетнам и Китай, см. Бакбо́ (Тонки́нский), зал.
Тонлеса́п| оз., Кампучия
Тонлеса́п| р., прав. приток р. Меконг; Кампучия
Тонне́-Шара́нт| Франция, деп. Приморская Шаранта
Тоннога́н| р., лев. приток р. Амноккан; КНДР
Тоннэ́| Южная Корея, город центр. подч. Пусан
То́но| Япония, преф. Ивате, о. Хонсю
Тоно́н| Франция, см. Тоно́н-ле-Бен
Тоно́н-ле-Бен| Франция, деп. Верхняя Савойя
То́нопа| США, шт. Невада
То́нтон| Великобритания, Англия, адм. центр граф. Сомерсет
То́нтон| США, шт. Массачусетс
